,Sector,Stock,Range_Start,Range_End,Buy&Hold_Profit,WithModel_Profit,Buy&Hold_CAGR(in %),WithModel_CAGR(in %),CAGR_Performance(in %),Buy&Hold_MDD(in %),WithModel_MDD(in %),MDD_Performance(in %)
98,Semiconductors,QCOM,20140101,20141231,370.76,1388.19,3.71,13.88,10.17,-15.38,-16.48,-1.1
99,Semiconductors,QCOM,20150101,20151231,-3074.85,-1729.38,-30.75,-17.29,13.45,-34.48,-31.95,2.53
100,Semiconductors,QCOM,20160101,20161231,4786.99,6724.04,47.87,67.24,19.37,-41.57,-44.82,-3.24
101,Semiconductors,QCOM,20170101,20171231,137.41,146.25,1.37,1.46,0.09,-27.28,-27.25,0.03
102,Semiconductors,QCOM,20180101,20181231,-957.53,917.49,-9.58,9.17,18.75,-35.56,-34.38,1.18
103,Semiconductors,QCOM,20190101,20191231,6202.85,8015.57,62.03,80.16,18.13,-47.97,-53.23,-5.26
104,Semiconductors,QCOM,20200101,20201231,7129.85,5834.33,71.3,58.34,-12.96,-62.13,-62.57,-0.44
105,Semiconductors,QCOM,20210101,20211231,1939.84,2096.93,19.4,20.97,1.57,-35.07,-33.36,1.71
106,Semiconductors,MU,20120101,20121231,-1746.17,-2720.16,-17.46,-27.2,-9.74,-42.67,-47.79,-5.12
107,Semiconductors,MU,20130101,20131231,19503.19,19583.58,195.03,195.84,0.8,-68.71,-69.39,-0.68
108,Semiconductors,MU,20140101,20141231,5032.95,4070.12,50.33,40.7,-9.63,-41.03,-40.06,0.96
109,Semiconductors,MU,20150101,20151231,-5821.74,-5738.17,-58.22,-57.38,0.84,-59.36,-59.33,0.04
110,Semiconductors,MU,20160101,20161231,6704.51,6209.2,67.05,62.09,-4.95,-58.93,-56.44,2.48
111,Semiconductors,MU,20170101,20171231,8679.94,10214.1,86.8,102.14,15.34,-56.87,-58.98,-2.11
112,Semiconductors,MU,20180101,20181231,-2928.81,-1297.46,-29.29,-12.97,16.31,-53.94,-46.7,7.24
113,Semiconductors,MU,20190101,20191231,5106.41,2189.91,51.06,21.9,-29.17,-41.71,-26.57,15.14
114,Semiconductors,MU,20200101,20201231,2405.58,2559.42,24.06,25.59,1.54,-53.82,-57.51,-3.69
115,Semiconductors,MU,20210101,20211231,2279.66,4406.92,22.8,44.07,21.27,-30.59,-30.84,-0.25
116,Semiconductors,AMD,20120101,20121231,-5960.56,-4461.18,-59.61,-44.61,14.99,-77.5,-67.32,10.18
117,Semiconductors,AMD,20130101,20131231,4325.17,3728.37,43.25,37.28,-5.97,-48.66,-42.46,6.2
118,Semiconductors,AMD,20140101,20141231,-3716.24,-2342.54,-37.16,-23.43,13.74,-47.64,-44.12,3.52
119,Semiconductors,AMD,20150101,20151231,1287.0,1076.42,12.87,10.76,-2.11,-49.53,-43.4,6.13
120,Semiconductors,AMD,20160101,20161231,44136.58,19983.8,441.37,199.84,-241.53,-85.26,-73.4,11.86
121,Semiconductors,AMD,20170101,20171231,-852.7,3607.99,-8.53,36.08,44.61,-38.25,-57.67,-19.42
122,Semiconductors,AMD,20180101,20181231,5111.81,2954.19,51.12,29.54,-21.58,-72.63,-63.02,9.62
123,Semiconductors,AMD,20190101,20191231,11553.05,13438.57,115.53,134.39,18.86,-58.57,-63.7,-5.14
124,Semiconductors,AMD,20200101,20201231,8799.65,8271.06,88.0,82.71,-5.29,-59.94,-62.35,-2.41
125,Semiconductors,AMD,20210101,20211231,5521.33,3512.61,55.21,35.13,-20.09,-55.19,-50.23,4.97
126,Cloud Computing,IBM,20120101,20121231,476.11,-161.98,4.76,-1.62,-6.38,-16.06,-15.11,0.96
127,Cloud Computing,IBM,20130101,20131231,-178.7,543.09,-1.79,5.43,7.22,-18.74,-15.96,2.79
128,Cloud Computing,IBM,20140101,20141231,-1295.58,-615.69,-12.96,-6.16,6.8,-22.07,-18.37,3.7
129,Cloud Computing,IBM,20150101,20151231,-938.09,-711.32,-9.38,-7.11,2.27,-22.89,-22.88,0.02
130,Cloud Computing,IBM,20160101,20161231,3096.01,2405.25,30.96,24.05,-6.91,-32.47,-28.69,3.78
131,Cloud Computing,IBM,20170101,20171231,-466.2,-676.42,-4.66,-6.76,-2.1,-21.72,-22.26,-0.54
132,Cloud Computing,IBM,20180101,20181231,-2748.87,-2897.14,-27.49,-28.97,-1.48,-33.6,-33.48,0.13
133,Cloud Computing,IBM,20190101,20191231,1466.73,712.44,14.67,7.12,-7.54,-22.37,-15.53,6.84
134,Cloud Computing,IBM,20200101,20201231,-372.33,-1101.18,-3.72,-11.01,-7.29,-39.05,-38.64,0.41
135,Cloud Computing,IBM,20210101,20211231,995.16,1659.69,9.95,16.6,6.65,-23.49,-21.17,2.32
136,Cloud Computing,AMZN,20120101,20121231,3435.82,5151.73,34.36,51.52,17.16,-33.59,-36.86,-3.26
137,Cloud Computing,AMZN,20130101,20131231,4672.21,5305.16,46.72,53.05,6.33,-38.48,-36.79,1.69
138,Cloud Computing,AMZN,20140101,20141231,-2216.68,-780.74,-22.17,-7.81,14.36,-30.29,-23.0,7.29
139,Cloud Computing,AMZN,20150101,20151231,12686.83,6707.82,126.87,67.08,-59.79,-58.62,-43.68,14.94
140,Cloud Computing,AMZN,20160101,20161231,2458.94,5976.84,24.59,59.77,35.18,-43.48,-51.26,-7.77
141,Cloud Computing,AMZN,20170101,20171231,4624.22,2254.63,46.24,22.55,-23.7,-34.13,-22.16,11.97
142,Cloud Computing,AMZN,20180101,20181231,1772.9,4777.98,17.73,47.78,30.05,-38.91,-48.55,-9.64
143,Cloud Computing,AMZN,20190101,20191231,1129.16,1828.56,11.29,18.29,6.99,-21.7,-26.52,-4.82
144,Cloud Computing,AMZN,20200101,20201231,6820.78,6049.25,68.21,60.49,-7.72,-53.72,-51.07,2.65
145,Cloud Computing,AMZN,20210101,20211231,688.61,1759.12,6.89,17.59,10.71,-19.74,-23.46,-3.73
146,Cloud Computing,GOOG,20140101,20141231,-661.04,439.3,-6.61,4.39,11.0,-16.67,-16.09,0.58
147,Cloud Computing,GOOG,20150101,20151231,5025.26,4157.96,50.25,41.58,-8.67,-36.31,-32.25,4.06
148,Cloud Computing,GOOG,20160101,20161231,855.16,2065.23,8.55,20.65,12.1,-18.22,-22.77,-4.55
149,Cloud Computing,GOOG,20170101,20171231,2861.47,2656.52,28.61,26.57,-2.05,-26.17,-24.79,1.38
150,Cloud Computing,GOOG,20180101,20181231,-530.95,-1013.62,-5.31,-10.14,-4.83,-23.38,-26.92,-3.55
151,Cloud Computing,GOOG,20190101,20191231,2231.27,2375.57,22.31,23.76,1.44,-23.5,-22.51,1.0
152,Cloud Computing,GOOG,20200101,20201231,2198.98,1854.51,21.99,18.55,-3.44,-42.09,-35.8,6.29
153,Cloud Computing,GOOG,20210101,20211231,5619.58,4259.14,56.2,42.59,-13.6,-42.44,-35.46,6.99
154,Cloud Computing,CRM,20120101,20121231,5915.12,3261.71,59.15,32.62,-26.53,-39.99,-28.38,11.61
155,Cloud Computing,CRM,20130101,20131231,2958.82,1418.85,29.59,14.19,-15.4,-36.43,-25.15,11.28
156,Cloud Computing,CRM,20140101,20141231,411.51,2655.8,4.12,26.56,22.44,-25.45,-27.2,-1.75
157,Cloud Computing,CRM,20150101,20151231,3326.47,2975.48,33.26,29.75,-3.51,-32.82,-28.21,4.61
158,Cloud Computing,CRM,20160101,20161231,-596.28,-119.36,-5.96,-1.19,4.77,-36.04,-32.97,3.07
159,Cloud Computing,CRM,20170101,20171231,3812.69,2870.03,38.13,28.7,-9.43,-31.84,-26.53,5.32
160,Cloud Computing,CRM,20180101,20181231,2452.04,2942.17,24.52,29.42,4.9,-34.41,-37.48,-3.06
161,Cloud Computing,CRM,20190101,20191231,1025.21,1547.25,10.25,15.47,5.22,-15.46,-20.2,-4.73
162,Cloud Computing,CRM,20200101,20201231,2383.73,3348.62,23.84,33.49,9.65,-55.71,-56.11,-0.4
163,Cloud Computing,CRM,20210101,20211231,1562.86,1236.47,15.63,12.36,-3.26,-33.66,-28.38,5.29
164,Social Media,TWTR,20130101,20131231,4719.72,1695.65,47.2,16.96,-30.24,-46.27,-34.51,11.76
165,Social Media,TWTR,20140101,20141231,-3954.52,-1098.75,-39.55,-10.99,28.56,-53.84,-51.98,1.86
166,Social Media,TWTR,20150101,20151231,-4335.68,-3834.89,-43.36,-38.35,5.01,-58.25,-53.86,4.39
167,Social Media,TWTR,20160101,20161231,-1894.75,-3349.24,-18.95,-33.49,-14.54,-42.64,-39.0,3.63
168,Social Media,TWTR,20170101,20171231,3848.21,5600.25,38.48,56.0,17.52,-43.79,-47.98,-4.19
169,Social Media,TWTR,20180101,20181231,1602.86,-597.79,16.03,-5.98,-22.01,-52.1,-40.62,11.48
170,Social Media,TWTR,20190101,20191231,13.85,235.56,0.14,2.36,2.22,-36.4,-30.95,5.45
171,Social Media,TWTR,20200101,20201231,6166.58,11083.76,61.67,110.84,49.17,-60.05,-68.65,-8.6
172,Social Media,TWTR,20210101,20211231,-587.99,2510.59,-5.88,25.11,30.99,-46.26,-45.01,1.25
173,Social Media,SNAP,20170101,20171231,-3586.6,-4359.3,-35.87,-43.59,-7.73,-50.81,-51.82,-1.01
174,Social Media,SNAP,20180101,20181231,-5928.33,-6835.35,-59.28,-68.35,-9.07,-76.08,-77.49,-1.4
175,Social Media,SNAP,20190101,20191231,15437.96,25634.59,154.38,256.35,101.97,-68.24,-75.65,-7.41
176,Social Media,SNAP,20200101,20201231,18612.38,18640.59,186.12,186.41,0.28,-85.04,-85.44,-0.4
177,Social Media,SNAP,20210101,20211231,-784.5,2298.6,-7.84,22.99,30.83,-46.78,-48.92,-2.14
178,Social Media,PINS,20190101,20191231,-3949.52,-1606.76,-39.5,-16.07,23.43,-52.29,-34.26,18.03
179,Social Media,PINS,20200101,20201231,23458.38,35374.63,234.58,353.75,119.16,-85.48,-87.53,-2.05
180,Social Media,PINS,20210101,20211231,-4715.8,-3633.31,-47.16,-36.33,10.82,-60.02,-52.04,7.97
181,Social Media,FB,20120101,20121231,-2035.08,-1662.19,-20.35,-16.62,3.73,-45.05,-46.39,-1.34
182,Social Media,FB,20130101,20131231,8210.22,7036.48,82.1,70.36,-11.74,-60.58,-58.89,1.69
183,Social Media,FB,20140101,20141231,3544.61,3862.52,35.45,38.63,3.18,-34.12,-32.81,1.32
184,Social Media,FB,20150101,20151231,3525.63,2929.63,35.26,29.3,-5.96,-31.95,-31.73,0.22
185,Social Media,FB,20160101,20161231,1900.88,3582.26,19.01,35.82,16.81,-30.46,-38.19,-7.72
186,Social Media,FB,20170101,20171231,4249.41,4859.32,42.49,48.59,6.1,-32.24,-34.58,-2.35
187,Social Media,FB,20180101,20181231,-2825.91,-1805.78,-28.26,-18.06,10.2,-42.93,-43.85,-0.91
188,Social Media,FB,20190101,20191231,4207.17,6100.28,42.07,61.0,18.93,-31.95,-39.69,-7.74
189,Social Media,FB,20200101,20201231,2445.81,2050.89,24.46,20.51,-3.95,-53.44,-50.4,3.04
190,Social Media,FB,20210101,20211231,3131.38,3192.05,31.31,31.92,0.61,-35.05,-35.67,-0.62
191,Entertainment,DIS,20120101,20121231,2560.09,2563.64,25.6,25.64,0.04,-27.33,-23.59,3.75
192,Entertainment,DIS,20130101,20131231,5133.74,5346.88,51.34,53.47,2.13,-31.9,-32.68,-0.78
193,Entertainment,DIS,20140101,20141231,2742.92,4548.98,27.43,45.49,18.06,-26.42,-35.84,-9.41
194,Entertainment,DIS,20150101,20151231,1417.04,2443.17,14.17,24.43,10.26,-25.3,-28.27,-2.97
195,Entertainment,DIS,20160101,20161231,582.72,998.14,5.83,9.98,4.15,-18.91,-20.91,-2.0
196,Entertainment,DIS,20170101,20171231,163.04,-228.85,1.63,-2.29,-3.92,-16.11,-20.15,-4.04
197,Entertainment,DIS,20180101,20181231,59.19,531.53,0.59,5.32,4.72,-17.98,-19.52,-1.55
198,Entertainment,DIS,20190101,20191231,2984.83,4012.82,29.85,40.13,10.28,-29.61,-31.69,-2.08
199,Entertainment,DIS,20200101,20201231,2358.02,159.27,23.58,1.59,-21.99,-53.06,-41.95,11.11
200,Entertainment,DIS,20210101,20211231,-1230.26,-1423.62,-12.3,-14.24,-1.93,-28.65,-33.0,-4.36
201,Entertainment,NFLX,20120101,20121231,-1047.29,-1756.21,-10.47,-17.56,-7.09,-58.09,-61.41,-3.31
202,Entertainment,NFLX,20130101,20131231,27552.84,41781.6,275.53,417.82,142.29,-75.1,-81.87,-6.77
203,Entertainment,NFLX,20140101,20141231,37.66,953.73,0.38,9.54,9.16,-35.79,-35.24,0.55
204,Entertainment,NFLX,20150101,20151231,14321.97,13954.41,143.22,139.54,-3.68,-64.92,-62.8,2.12
205,Entertainment,NFLX,20160101,20161231,1250.8,1639.55,12.51,16.4,3.89,-37.58,-38.47,-0.9
206,Entertainment,NFLX,20170101,20171231,4649.25,3895.36,46.49,38.95,-7.54,-35.32,-33.06,2.26
207,Entertainment,NFLX,20180101,20181231,2253.37,4222.1,22.53,42.22,19.69,-50.74,-49.24,1.5
208,Entertainment,NFLX,20190101,20191231,128.07,1077.04,1.28,10.77,9.49,-33.19,-29.1,4.09
209,Entertainment,NFLX,20200101,20201231,5317.41,5070.37,53.17,50.7,-2.47,-46.76,-48.5,-1.75
210,Entertainment,NFLX,20210101,20211231,1936.41,1858.93,19.36,18.59,-0.77,-30.71,-27.8,2.9
211,Entertainment,FB,20120101,20121231,-2035.08,-1662.19,-20.35,-16.62,3.73,-45.05,-46.39,-1.34
212,Entertainment,FB,20130101,20131231,8210.22,7036.48,82.1,70.36,-11.74,-60.58,-58.89,1.69
213,Entertainment,FB,20140101,20141231,3544.61,3862.52,35.45,38.63,3.18,-34.12,-32.81,1.32
214,Entertainment,FB,20150101,20151231,3525.63,2929.63,35.26,29.3,-5.96,-31.95,-31.73,0.22
215,Entertainment,FB,20160101,20161231,1900.88,3582.26,19.01,35.82,16.81,-30.46,-38.19,-7.72
216,Entertainment,FB,20170101,20171231,4249.41,4859.32,42.49,48.59,6.1,-32.24,-34.58,-2.35
217,Entertainment,FB,20180101,20181231,-2825.91,-1805.78,-28.26,-18.06,10.2,-42.93,-43.85,-0.91
218,Entertainment,FB,20190101,20191231,4207.17,6100.28,42.07,61.0,18.93,-31.95,-39.69,-7.74
219,Entertainment,FB,20200101,20201231,2445.81,2050.89,24.46,20.51,-3.95,-53.44,-50.4,3.04
220,Entertainment,FB,20210101,20211231,3131.38,3192.05,31.31,31.92,0.61,-35.05,-35.67,-0.62
221,Retail,WMT,20120101,20121231,1616.82,1473.64,16.17,14.74,-1.43,-26.68,-23.06,3.62
222,Retail,WMT,20130101,20131231,1725.95,1636.25,17.26,16.36,-0.9,-17.57,-18.21,-0.65
223,Retail,WMT,20140101,20141231,1376.15,2129.34,13.76,21.29,7.53,-18.8,-23.79,-4.98
224,Retail,WMT,20150101,20151231,-3023.86,-2551.37,-30.24,-25.51,4.72,-36.7,-33.77,2.93
225,Retail,WMT,20160101,20161231,1148.84,1439.8,11.49,14.4,2.91,-20.36,-19.69,0.67
226,Retail,WMT,20170101,20171231,4825.19,3874.95,48.25,38.75,-9.5,-35.97,-32.08,3.89
227,Retail,WMT,20180101,20181231,-706.61,29.56,-7.07,0.3,7.36,-23.97,-25.75,-1.77
228,Retail,WMT,20190101,20191231,2719.17,2887.53,27.19,28.88,1.68,-25.83,-25.44,0.39
229,Retail,WMT,20200101,20201231,2609.84,1555.08,26.1,15.55,-10.55,-32.38,-26.51,5.87
230,Retail,WMT,20210101,20211231,-40.13,302.65,-0.4,3.03,3.43,-17.53,-16.42,1.11
231,Retail,COST,20120101,20121231,3200.08,2477.69,32.0,24.78,-7.22,-26.42,-22.19,4.24
232,Retail,COST,20130101,20131231,1910.8,2113.22,19.11,21.13,2.02,-21.39,-23.99,-2.6
233,Retail,COST,20140101,20141231,2462.52,3161.39,24.63,31.61,6.99,-24.83,-28.2,-3.37
234,Retail,COST,20150101,20151231,1689.57,627.06,16.9,6.27,-10.63,-21.25,-15.85,5.4
235,Retail,COST,20160101,20161231,678.04,-11.94,6.78,-0.12,-6.9,-17.32,-15.69,1.63
236,Retail,COST,20170101,20171231,2161.65,1954.73,21.62,19.55,-2.07,-22.68,-20.07,2.61
237,Retail,COST,20180101,20181231,861.35,1918.09,8.61,19.18,10.57,-27.55,-28.0,-0.45
238,Retail,COST,20190101,20191231,4201.54,3002.31,42.02,30.02,-11.99,-32.49,-26.75,5.74
